监测点编码,城市,省
3462A,天津,天津市
3462A,天津,天津市
3462A,天津,天津市
3462A,天津,天津市
3462A,天津,天津市
3462A,天津,天津市
3462A,天津,天津市
3462A,天津,天津市
3462A,天津,天津市
3462A,天津,天津市
3462A,天津,天津市
3462A,天津,天津市
3462A,天津,天津市
3462A,天津,天津市
3462A,天津,天津市
3462A,天津,天津市
3463A,宿州,安徽省
3464A,合肥,安徽省
3465A,芜湖,安徽省
3466A,芜湖,安徽省
3468A,阜阳,安徽省
3469A,阜阳,安徽省
3470A,宣城,安徽省
3471A,郑州,河南省
3473A,开封,河南省
3474A,鹤壁,河南省
3475A,新乡,河南省
3476A,新乡,河南省
3477A,焦作,河南省
3478A,漯河,河南省
3479A,漯河,河南省
3480A,伊春,黑龙江省
3481A,大庆,黑龙江省
3486A,四平,吉林省
3487A,成都,四川省
3488A,成都,四川省
3489A,成都,四川省
3490A,泸州,四川省
3491A,绵阳,四川省
3492A,绵阳,四川省
3494A,济南,山东省
3495A,济南,山东省
3496A,临沂,山东省
3498A,东营,山东省
3500A,济宁,山东省
3501A,济宁,山东省
3502A,泰安,山东省
3503A,泰安,山东省
3504A,泰安,山东省
3505A,威海,山东省
3507A,日照,山东省
3511A,德州,山东省
3512A,聊城,山东省
3513A,聊城,山东省
3514A,滨州,山东省
3515A,滨州,山东省
3516A,滨州,山东省
3520A,石嘴山,宁夏回族自治区
3521A,石嘴山,宁夏回族自治区
3522A,固原,宁夏回族自治区
3523A,银川,宁夏回族自治区
3524A,西安,陕西省
3525A,咸阳,陕西省
3526A,福州,福建省
3527A,厦门,福建省
3528A,厦门,福建省
3529A,泉州,福建省
3530A,漳州,福建省
3531A,桂林,广西壮族自治区
3532A,玉林,广西壮族自治区
3533A,玉林,广西壮族自治区
3534A,贺州,广西壮族自治区
3535A,来宾,广西壮族自治区
3536A,遵义,贵州省
3537A,毕节,贵州省
3539A,海口,海南省
3540A,三亚,海南省
3541A,儋州,海南省
3542A,儋州,海南省
3543A,三沙,海南省
3545A,十堰,湖北省
3546A,宜昌,湖北省
3547A,荆门,湖北省
3548A,荆州,湖北省
3550A,昆明,云南省
3551A,昆明,云南省
3552A,昆明,云南省
3557A,杭州,浙江省
3558A,杭州,浙江省
3560A,绍兴,浙江省
3561A,温州,浙江省
3562A,湖州,浙江省
3564A,台州,浙江省
3565A,大同,山西省
3566A,大同,山西省
3567A,大同,山西省
3568A,长治,山西省
3569A,长治,山西省
3570A,长治,山西省
3571A,朔州,山西省
3572A,石家庄,河北省
3573A,石家庄,河北省
3574A,石家庄,河北省
3575A,唐山,河北省
3576A,唐山,河北省
3577A,唐山,河北省
3578A,唐山,河北省
3579A,邯郸,河北省
3580A,邯郸,河北省
3581A,保定,河北省
3582A,保定,河北省
3583A,保定,河北省
3590A,郑州,河南省
3591A,郑州,河南省
3592A,开封,河南省
3593A,洛阳,河南省
3594A,平顶山,河南省
3596A,鹤壁,河南省
3597A,许昌,河南省
3598A,三门峡,河南省
3604A,日照,山东省
3605A,西安,陕西省
3612A,克拉玛依,新疆维吾尔自治区
3616A,巴中,四川省
3617A,广元,四川省
3618A,太原,山西省
3619A,阳泉,山西省
3620A,晋城,山西省
3621A,乌海,内蒙古自治区
3622A,韶关,广东省
3623A,深圳,广东省
3624A,汕头,广东省
3625A,佛山,广东省
3626A,东莞,广东省
3627A,东莞,广东省
3628A,云浮,广东省
3629A,西宁,青海省
3630A,西宁,青海省
3631A,石家庄,河北省
3633A,马鞍山,安徽省
3634A,宿州,安徽省
3635A,洛阳,河南省
3636A,洛阳,河南省
3637A,七台河,黑龙江省
3638A,自贡,四川省
3639A,德阳,四川省
3642A,青岛,山东省
3643A,青岛,山东省
3644A,淄博,山东省
3645A,淄博,山东省
3646A,东营,山东省
3647A,菏泽,山东省
3648A,吴忠,宁夏回族自治区
3650A,中卫,宁夏回族自治区
3651A,铜川,陕西省
3652A,延安,陕西省
3653A,宜昌,湖北省
3654A,鄂州,湖北省
3655A,咸宁,湖北省
3656A,杭州,浙江省
3658A,绍兴,浙江省
3659A,金华,浙江省
3661A,太原,山西省
3662A,齐齐哈尔,黑龙江省
3664A,连云港,江苏省
3667A,运城,山西省
3668A,临汾,山西省
3669A,安阳,河南省
3670A,运城,山西省
3671A,北京,北京市
3671A,北京,北京市
3671A,北京,北京市
3671A,北京,北京市
3671A,北京,北京市
3671A,北京,北京市
3671A,北京,北京市
3671A,北京,北京市
3671A,北京,北京市
3671A,北京,北京市
3671A,北京,北京市
3671A,北京,北京市
3671A,北京,北京市
3671A,北京,北京市
3671A,北京,北京市
3671A,北京,北京市
3672A,北京,北京市
3672A,北京,北京市
3672A,北京,北京市
3672A,北京,北京市
3672A,北京,北京市
3672A,北京,北京市
3672A,北京,北京市
3672A,北京,北京市
3672A,北京,北京市
3672A,北京,北京市
3672A,北京,北京市
3672A,北京,北京市
3672A,北京,北京市
3672A,北京,北京市
3672A,北京,北京市
3672A,北京,北京市
3673A,北京,北京市
3673A,北京,北京市
3673A,北京,北京市
3673A,北京,北京市
3673A,北京,北京市
3673A,北京,北京市
3673A,北京,北京市
3673A,北京,北京市
3673A,北京,北京市
3673A,北京,北京市
3673A,北京,北京市
3673A,北京,北京市
3673A,北京,北京市
3673A,北京,北京市
3673A,北京,北京市
3673A,北京,北京市
3674A,北京,北京市
3674A,北京,北京市
3674A,北京,北京市
3674A,北京,北京市
3674A,北京,北京市
3674A,北京,北京市
3674A,北京,北京市
3674A,北京,北京市
3674A,北京,北京市
3674A,北京,北京市
3674A,北京,北京市
3674A,北京,北京市
3674A,北京,北京市
3674A,北京,北京市
3674A,北京,北京市
3674A,北京,北京市
3675A,北京,北京市
3675A,北京,北京市
3675A,北京,北京市
3675A,北京,北京市
3675A,北京,北京市
3675A,北京,北京市
3675A,北京,北京市
3675A,北京,北京市
3675A,北京,北京市
3675A,北京,北京市
3675A,北京,北京市
3675A,北京,北京市
3675A,北京,北京市
3675A,北京,北京市
3675A,北京,北京市
3675A,北京,北京市
3676A,大同,山西省
3678A,济宁,山东省
3682A,济南,山东省
3683A,包头,内蒙古自治区
3684A,七台河,黑龙江省
3685A,上饶,江西省
3689A,新乡,河南省
3690A,南昌,江西省
3692A,唐山,河北省
3693A,唐山,河北省
3694A,北京,北京市
3694A,北京,北京市
3694A,北京,北京市
3694A,北京,北京市
3694A,北京,北京市
3694A,北京,北京市
3694A,北京,北京市
3694A,北京,北京市
3694A,北京,北京市
3694A,北京,北京市
3694A,北京,北京市
3694A,北京,北京市
3694A,北京,北京市
3694A,北京,北京市
3694A,北京,北京市
3694A,北京,北京市
3695A,北京,北京市
3695A,北京,北京市
3695A,北京,北京市
3695A,北京,北京市
3695A,北京,北京市
3695A,北京,北京市
3695A,北京,北京市
3695A,北京,北京市
3695A,北京,北京市
3695A,北京,北京市
3695A,北京,北京市
3695A,北京,北京市
3695A,北京,北京市
3695A,北京,北京市
3695A,北京,北京市
3695A,北京,北京市
3696A,北京,北京市
3696A,北京,北京市
3696A,北京,北京市
3696A,北京,北京市
3696A,北京,北京市
3696A,北京,北京市
3696A,北京,北京市
3696A,北京,北京市
3696A,北京,北京市
3696A,北京,北京市
3696A,北京,北京市
3696A,北京,北京市
3696A,北京,北京市
3696A,北京,北京市
3696A,北京,北京市
3696A,北京,北京市
3697A,北京,北京市
3697A,北京,北京市
3697A,北京,北京市
3697A,北京,北京市
3697A,北京,北京市
3697A,北京,北京市
3697A,北京,北京市
3697A,北京,北京市
3697A,北京,北京市
3697A,北京,北京市
3697A,北京,北京市
3697A,北京,北京市
3697A,北京,北京市
3697A,北京,北京市
3697A,北京,北京市
3697A,北京,北京市
3698A,呼和浩特,内蒙古自治区
3699A,呼和浩特,内蒙古自治区
3700A,雅安,四川省
3701A,宿州,安徽省
3703A,安阳,河南省
3706A,通辽,内蒙古自治区
3707A,鸡西,黑龙江省
3708A,通辽,内蒙古自治区
3709A,鸡西,黑龙江省
3710A,宁波,浙江省
3713A,四平,吉林省
3715A,蚌埠,安徽省
3719A,昌都,西藏自治区
3726A,日喀则,西藏自治区
3728A,宜宾,四川省
3734A,东营,山东省
